"age","annualincome","calldroprate","callfailurerate","customersuspended","education","gender","homeowner","maritalstatus","monthlybilledamount","complaints","unpaidmonths","timetoexpiration","occupation","penaltytoswitch","lastmonthusage","unpaidbalance","usesinternetservice","usesvoiceservice","outsidecalls","totalcallduration","avgcallduration","churn"
21,67713,0.03,0.03,"Yes","High School or below","Male","Yes","Married",29,3,2,23,"Technology Related Job",248,396,105,"No","No",0.57,3545,709,"1"
35,124954,0.01,0.01,"Yes","Bachelor or equivalent","Male","Yes","Married",45,1,4,42,"Others",248,401,174,"No","No",0.76,1088,272,"0"
48,177617,0.07,0.01,"Yes","Master or equivalent","Female","Yes","Married",66,3,4,31,"Others",106,485,127,"No","Yes",0.48,1415,471,"1"
36,121638,0.07,0.02,"Yes","Master or equivalent","Male","Yes","Single",79,0,2,37,"Technology Related Job",208,115,90,"No","No",0.28,752,376,"0"
14,154015,0.03,0.01,"Yes","PhD or equivalent","Male","Yes","Married",74,2,6,27,"Technology Related Job",212,132,213,"No","No",0.79,204,102,"0"
17,189354,0.03,0,"Yes","High School or below","Female","Yes","Single",103,0,7,99,"Technology Related Job",382,420,151,"No","No",0.46,4382,876,"1"
50,71000,0.07,0,"Yes","High School or below","Female","Yes","Single",21,2,6,25,"Non-technology Related Job",93,187,113,"No","No",0.75,4268,711,"0"
21,125523,0.01,0.02,"Yes","Bachelor or equivalent","Male","Yes","Single",33,3,0,1,"Others",491,447,39,"No","No",0.77,5455,681,"0"
64,200287,0.04,0.03,"Yes","Bachelor or equivalent","Female","Yes","Married",27,2,4,0,"Technology Related Job",347,392,188,"No","No",0.58,2316,772,"0"
32,203913,0.01,0,"Yes","High School or below","Male","Yes","Married",13,2,7,19,"Technology Related Job",113,366,86,"No","No",0.02,2479,619,"0"
32,173016,0.05,0.03,"Yes","High School or below","Male","No","Single",108,3,1,63,"Technology Related Job",15,123,82,"No","No",0.8,6660,740,"0"
47,192657,0.01,0,"Yes","Bachelor or equivalent","Female","No","Single",12,3,3,97,"Others",469,375,107,"No","No",0.88,1256,1256,"1"
37,29170,0.03,0,"Yes","Bachelor or equivalent","Female","Yes","Single",67,2,4,95,"Non-technology Related Job",96,364,80,"No","Yes",0.82,1401,467,"1"
14,202165,0.03,0.02,"Yes","Master or equivalent","Male","Yes","Married",88,0,0,60,"Technology Related Job",88,455,190,"No","No",0.01,3681,736,"0"
69,248706,0.02,0,"Yes","High School or below","Female","Yes","Single",1,3,7,32,"Technology Related Job",276,460,185,"No","Yes",0.12,3061,1020,"1"
40,111486,0.01,0.02,"Yes","Master or equivalent","Female","Yes","Married",34,1,6,88,"Technology Related Job",148,442,32,"No","Yes",0.91,3235,647,"0"
70,141180,0.03,0,"Yes","High School or below","Female","Yes","Single",6,0,4,29,"Others",58,156,246,"No","No",0.02,5632,804,"1"
27,55491,0,0,"Yes","High School or below","Male","Yes","Single",9,1,4,98,"Technology Related Job",9,408,47,"No","No",0.47,4548,758,"0"
38,67825,0.06,0.01,"Yes","Bachelor or equivalent","Male","Yes","Single",63,1,7,73,"Technology Related Job",306,439,102,"No","No",0.96,1302,1302,"1"
47,88447,0.05,0.02,"Yes","Master or equivalent","Female","Yes","Married",104,1,1,0,"Others",291,356,3,"No","No",0.26,2048,682,"0"
21,225527,0.04,0.01,"Yes","High School or below","Female","Yes","Married",62,3,0,91,"Others",166,337,81,"No","No",0.78,3337,667,"1"
79,55842,0.04,0.01,"Yes","High School or below","Male","No","Single",29,3,5,44,"Technology Related Job",424,200,236,"No","No",0.89,2879,719,"1"
73,180352,0,0,"Yes","High School or below","Female","Yes","Married",53,2,5,25,"Others",368,339,129,"Yes","No",0.68,1788,596,"0"
70,147007,0.06,0,"Yes","Bachelor or equivalent","Male","No","Married",99,2,7,50,"Others",285,489,8,"No","No",0.01,4455,891,"0"
62,102560,0.04,0.02,"Yes","High School or below","Male","Yes","Single",117,1,3,18,"Technology Related Job",290,132,200,"No","No",0.25,1628,814,"0"
20,192101,0,0,"Yes","High School or below","Female","Yes","Married",115,2,2,24,"Non-technology Related Job",138,383,202,"No","No",0.82,4426,737,"1"
28,160740,0.03,0.02,"Yes","High School or below","Female","Yes","Single",4,0,1,93,"Non-technology Related Job",108,83,182,"No","No",0.9,4078,1019,"1"
18,185164,0.04,0,"Yes","High School or below","Female","Yes","Single",21,3,5,87,"Others",121,456,38,"No","No",0.08,2256,752,"1"
70,121861,0.06,0.02,"Yes","High School or below","Female","Yes","Single",27,3,5,37,"Technology Related Job",324,201,84,"No","Yes",0.07,3054,1018,"1"
57,50455,0.03,0.02,"Yes","High School or below","Female","No","Married",60,2,4,58,"Others",181,484,63,"No","No",0.39,887,443,"0"
73,36183,0.06,0.03,"Yes","Bachelor or equivalent","Male","Yes","Single",55,3,0,37,"Others",270,62,184,"No","No",0.68,4898,816,"1"
32,27673,0,0.01,"Yes","Bachelor or equivalent","Female","Yes","Married",32,3,2,61,"Others",423,312,174,"No","No",0.99,3331,555,"1"
26,73417,0.06,0,"Yes","Bachelor or equivalent","Female","Yes","Single",63,0,5,64,"Others",423,76,72,"No","No",0.01,3635,454,"1"
51,80285,0.02,0.02,"Yes","High School or below","Female","No","Married",29,0,1,88,"Technology Related Job",97,181,202,"No","No",0.11,517,517,"0"
28,228955,0.05,0,"Yes","Bachelor or equivalent","Male","No","Single",96,0,4,25,"Non-technology Related Job",222,388,244,"No","No",0.55,3803,950,"1"
44,117190,0.04,0.03,"Yes","High School or below","Male","Yes","Single",68,2,1,29,"Non-technology Related Job",323,122,249,"No","No",0.35,5497,916,"0"
12,1566,0.04,0,"Yes","Master or equivalent","Male","Yes","Married",80,1,4,84,"Technology Related Job",49,189,63,"No","No",0.77,2740,685,"0"
18,43207,0.04,0,"Yes","Bachelor or equivalent","Male","Yes","Married",67,0,6,8,"Non-technology Related Job",438,369,86,"Yes","No",0.69,2675,445,"1"
38,174530,0.01,0.01,"Yes","High School or below","Female","Yes","Single",60,3,2,91,"Others",429,339,186,"No","No",0.87,3550,710,"0"
57,86897,0.04,0.03,"Yes","Bachelor or equivalent","Male","No","Single",12,2,2,26,"Non-technology Related Job",476,368,93,"No","No",0.92,4505,500,"0"
54,192770,0.06,0,"Yes","High School or below","Female","Yes","Single",79,3,5,25,"Non-technology Related Job",486,139,185,"No","No",0.17,2113,704,"1"
66,208844,0.02,0.03,"Yes","High School or below","Female","No","Single",94,1,3,51,"Non-technology Related Job",89,24,53,"Yes","No",0.69,4067,1016,"0"
70,112778,0.07,0.01,"Yes","High School or below","Male","Yes","Married",71,1,7,93,"Others",406,295,222,"No","Yes",0.09,4844,538,"0"
16,89949,0.04,0.01,"Yes","PhD or equivalent","Male","Yes","Married",118,3,4,21,"Others",252,241,227,"No","No",0.26,796,796,"1"
59,149748,0.03,0,"No","High School or below","Female","Yes","Married",65,3,0,32,"Non-technology Related Job",336,175,79,"No","No",0.39,1847,263,"1"
70,233666,0,0.02,"Yes","High School or below","Female","Yes","Married",55,3,0,66,"Non-technology Related Job",412,71,205,"No","No",0.72,1247,1247,"0"
71,134478,0.04,0.02,"Yes","High School or below","Male","No","Married",39,3,1,0,"Technology Related Job",110,146,206,"No","No",0.13,701,701,"1"
32,130301,0.03,0.03,"Yes","Master or equivalent","Female","Yes","Single",48,3,1,73,"Non-technology Related Job",261,235,52,"No","No",0.71,9054,905,"0"
64,143352,0.03,0,"Yes","High School or below","Female","Yes","Single",18,3,6,29,"Non-technology Related Job",325,20,33,"No","No",0.28,862,862,"0"
23,123546,0.03,0,"Yes","Bachelor or equivalent","Male","Yes","Single",115,1,4,99,"Technology Related Job",145,173,169,"No","No",0.01,2670,890,"0"
31,226548,0.01,0,"Yes","High School or below","Female","Yes","Single",79,0,0,16,"Others",387,107,83,"No","No",0.45,1827,365,"1"
45,140658,0.04,0.02,"Yes","Master or equivalent","Female","Yes","Married",63,1,1,45,"Others",211,492,237,"No","Yes",0.43,5297,662,"1"
35,201208,0.07,0.01,"Yes","High School or below","Male","Yes","Single",34,1,0,5,"Technology Related Job",5,230,242,"No","No",0.01,4084,583,"0"
20,87760,0.04,0.01,"Yes","Bachelor or equivalent","Male","Yes","Married",70,0,3,26,"Technology Related Job",244,214,242,"No","No",0.77,5376,597,"1"
16,154923,0.01,0.01,"Yes","High School or below","Female","Yes","Single",23,3,3,24,"Technology Related Job",417,137,137,"No","No",0.16,6854,761,"1"
39,62873,0.01,0.02,"Yes","Bachelor or equivalent","Female","Yes","Single",86,3,4,58,"Technology Related Job",299,284,119,"No","No",0.88,1649,412,"1"
61,232346,0.05,0.02,"Yes","Bachelor or equivalent","Male","Yes","Married",77,3,5,35,"Non-technology Related Job",419,444,18,"No","No",0.15,1826,608,"1"
68,30479,0.02,0.02,"Yes","Bachelor or equivalent","Female","Yes","Married",21,3,5,95,"Non-technology Related Job",94,381,217,"No","No",0.23,4463,743,"0"
40,189806,0,0.02,"Yes","Master or equivalent","Female","Yes","Married",12,0,3,66,"Others",361,145,39,"No","No",0.11,2167,541,"0"
25,200317,0.04,0.02,"Yes","Master or equivalent","Male","Yes","Single",35,3,6,81,"Technology Related Job",1,110,96,"No","No",0.77,1420,710,"1"
75,116732,0,0,"Yes","High School or below","Female","Yes","Single",114,2,3,20,"Non-technology Related Job",139,120,131,"No","No",0.72,1274,424,"0"
73,244751,0.06,0.03,"Yes","Bachelor or equivalent","Male","Yes","Single",45,3,7,27,"Others",84,413,195,"No","Yes",0.58,2514,502,"0"
64,166878,0,0.01,"Yes","High School or below","Female","Yes","Single",116,1,5,28,"Others",62,103,7,"No","No",0.85,4549,909,"0"
30,215252,0.07,0.01,"Yes","High School or below","Male","No","Single",79,3,4,62,"Non-technology Related Job",53,11,228,"No","No",0.86,4535,755,"1"
62,16348,0.01,0.01,"Yes","High School or below","Female","Yes","Married",57,3,0,4,"Non-technology Related Job",395,220,242,"No","No",0.11,2361,787,"1"
58,243091,0.04,0.03,"Yes","Bachelor or equivalent","Female","Yes","Married",72,1,6,81,"Others",169,104,118,"No","Yes",0.75,2907,484,"0"
48,190234,0.04,0.01,"Yes","Bachelor or equivalent","Male","Yes","Married",78,3,7,94,"Others",391,430,249,"No","No",0.54,5857,836,"1"
46,108494,0.06,0,"Yes","High School or below","Female","Yes","Married",25,2,3,3,"Technology Related Job",287,174,140,"No","No",0.45,3788,631,"0"
35,24576,0.02,0.02,"Yes","High School or below","Female","Yes","Married",35,2,3,69,"Technology Related Job",211,278,15,"No","No",0.12,5000,714,"0"
48,142942,0.01,0.02,"Yes","Bachelor or equivalent","Female","Yes","Married",22,3,5,73,"Technology Related Job",494,121,102,"No","No",0.98,7006,875,"0"
37,231019,0.04,0.03,"Yes","Bachelor or equivalent","Female","Yes","Single",53,0,1,62,"Others",219,41,102,"No","No",0.6,5570,795,"1"
18,194824,0.02,0.02,"Yes","Master or equivalent","Female","Yes","Married",11,0,0,32,"Non-technology Related Job",488,183,245,"No","No",0.06,927,309,"0"
33,217422,0.05,0,"Yes","Bachelor or equivalent","Female","Yes","Married",57,3,2,84,"Technology Related Job",361,153,185,"Yes","No",0.22,5484,685,"1"
36,43765,0.06,0.02,"Yes","Bachelor or equivalent","Male","No","Married",117,0,3,60,"Non-technology Related Job",227,83,71,"No","No",0.65,2745,686,"0"
52,109579,0.04,0.01,"Yes","High School or below","Female","Yes","Married",117,0,4,25,"Technology Related Job",212,384,203,"No","No",0.18,2705,541,"1"
25,170165,0.05,0.02,"No","High School or below","Male","Yes","Married",108,0,2,31,"Technology Related Job",406,393,14,"No","No",0.03,840,840,"1"
40,134061,0.03,0,"Yes","Master or equivalent","Female","Yes","Married",117,3,7,2,"Non-technology Related Job",73,470,45,"No","No",0.85,1738,579,"1"
35,68465,0.07,0.03,"Yes","High School or below","Male","Yes","Married",53,0,5,72,"Others",457,199,8,"No","No",0.03,2939,489,"1"
18,62509,0,0.02,"Yes","High School or below","Female","No","Single",9,0,5,5,"Technology Related Job",430,160,51,"No","No",0.41,2361,590,"1"
62,246284,0.07,0.03,"Yes","Bachelor or equivalent","Male","Yes","Single",100,1,0,6,"Technology Related Job",157,238,157,"No","No",0.68,733,733,"0"
49,148411,0,0.01,"Yes","High School or below","Female","Yes","Single",50,3,6,6,"Non-technology Related Job",100,385,195,"No","No",0.58,4703,522,"0"
40,210316,0.01,0,"Yes","High School or below","Female","Yes","Married",106,3,3,65,"Others",330,298,112,"No","No",0.1,2688,672,"1"
44,198451,0.02,0.02,"Yes","Master or equivalent","Female","No","Married",31,3,0,29,"Non-technology Related Job",213,379,223,"No","No",0.4,4869,608,"0"
21,34212,0,0.01,"Yes","PhD or equivalent","Female","Yes","Single",62,2,5,77,"Non-technology Related Job",130,65,43,"No","No",0.89,4034,672,"0"
23,57397,0.03,0.03,"Yes","Bachelor or equivalent","Male","Yes","Married",13,3,2,83,"Non-technology Related Job",487,243,46,"No","No",0.3,1538,769,"1"
58,12709,0.07,0,"Yes","Bachelor or equivalent","Male","Yes","Married",13,0,7,78,"Technology Related Job",176,415,215,"No","No",0.61,3277,1092,"1"
68,236535,0.03,0.01,"Yes","High School or below","Female","Yes","Married",5,1,3,70,"Technology Related Job",221,186,51,"No","No",0.62,2841,710,"0"
23,59017,0.05,0,"Yes","High School or below","Male","No","Single",106,3,4,97,"Others",212,448,247,"No","No",0.68,5081,846,"0"
69,146991,0.05,0.01,"Yes","High School or below","Male","Yes","Single",62,1,0,55,"Others",44,325,61,"No","No",0.78,2104,526,"0"
36,64404,0,0,"Yes","PhD or equivalent","Female","No","Married",108,3,1,60,"Technology Related Job",414,387,1,"No","No",0.08,697,697,"1"
66,134302,0.05,0.01,"Yes","High School or below","Female","Yes","Married",15,2,6,75,"Technology Related Job",390,442,67,"No","No",0.77,1325,1325,"0"
28,85660,0,0.03,"Yes","Bachelor or equivalent","Male","Yes","Married",93,2,7,43,"Technology Related Job",345,288,77,"No","No",0.45,2318,579,"0"
74,230287,0.04,0.02,"Yes","High School or below","Female","Yes","Married",12,1,5,63,"Non-technology Related Job",169,346,59,"No","No",0.18,3766,627,"0"
19,194394,0.04,0.02,"Yes","High School or below","Female","Yes","Single",32,2,0,26,"Non-technology Related Job",498,176,204,"No","No",0.72,5626,703,"1"
32,107596,0.01,0,"Yes","High School or below","Female","No","Married",67,1,3,58,"Others",118,56,184,"No","No",0.33,1115,1115,"0"
19,23160,0.02,0.02,"Yes","High School or below","Male","Yes","Single",26,3,5,5,"Technology Related Job",442,51,199,"No","No",0.49,4262,852,"0"
31,94979,0.03,0,"Yes","High School or below","Male","Yes","Single",55,1,7,95,"Others",333,111,62,"No","No",0.27,1029,1029,"1"
52,125511,0.04,0,"Yes","Bachelor or equivalent","Male","No","Married",96,1,1,94,"Others",38,115,160,"No","No",0.72,4639,773,"0"
57,57174,0.03,0.03,"Yes","High School or below","Female","Yes","Married",65,0,6,82,"Non-technology Related Job",371,158,52,"No","No",0.51,3471,694,"0"
62,183968,0.02,0.01,"Yes","High School or below","Male","Yes","Married",15,3,6,14,"Others",139,204,228,"No","No",0.96,3861,643,"0"
19,109802,0.03,0.01,"Yes","High School or below","Male","Yes","Married",65,3,7,26,"Technology Related Job",327,469,197,"No","No",0.96,8304,922,"0"
33,67056,0.07,0,"Yes","Bachelor or equivalent","Male","Yes","Married",90,1,0,51,"Non-technology Related Job",395,249,172,"No","No",0.38,3872,553,"1"
71,142518,0,0,"Yes","High School or below","Female","Yes","Married",55,3,2,32,"Others",252,169,211,"No","No",0.73,5462,910,"0"
36,209319,0.07,0.01,"Yes","Master or equivalent","Female","Yes","Single",85,1,0,55,"Non-technology Related Job",15,191,119,"No","No",0.55,5483,783,"1"
45,125154,0.02,0,"Yes","Bachelor or equivalent","Female","Yes","Single",64,2,4,83,"Technology Related Job",375,268,71,"No","Yes",0.23,4738,789,"0"
65,117907,0.05,0.03,"Yes","High School or below","Male","Yes","Married",104,2,2,10,"Non-technology Related Job",91,376,175,"No","No",0.43,2526,421,"0"
73,237288,0.01,0.03,"Yes","High School or below","Female","Yes","Single",62,1,3,97,"Others",390,212,34,"No","No",0.98,4315,863,"0"
63,2199,0.05,0.02,"Yes","High School or below","Male","No","Single",24,0,0,40,"Non-technology Related Job",494,173,238,"No","No",0.85,6133,876,"0"
71,241777,0.07,0.03,"Yes","High School or below","Male","Yes","Married",106,3,0,15,"Non-technology Related Job",423,32,81,"No","No",0.26,1339,669,"0"
76,80753,0.07,0,"Yes","High School or below","Male","No","Married",95,0,4,49,"Others",317,71,38,"No","No",0.99,2457,819,"0"
73,246800,0.07,0.01,"No","Master or equivalent","Female","Yes","Single",117,1,1,47,"Others",298,125,186,"No","No",0.29,5966,745,"0"
71,86328,0.04,0.02,"Yes","High School or below","Male","Yes","Married",24,0,6,67,"Non-technology Related Job",233,322,229,"No","No",0.9,5046,1009,"1"
40,134061,0.03,0,"Yes","Master or equivalent","Female","Yes","Married",117,3,7,2,"Non-technology Related Job",73,470,45,"No","No",0.85,2319,773,"1"
72,184413,0.07,0,"Yes","High School or below","Male","Yes","Married",118,3,1,37,"Others",411,152,136,"No","No",0.63,5227,1045,"0"
43,115853,0.07,0.03,"Yes","Bachelor or equivalent","Male","No","Married",19,3,2,26,"Others",129,110,34,"No","Yes",0.64,361,361,"0"
77,47861,0.05,0.01,"Yes","High School or below","Male","Yes","Married",115,2,3,95,"Others",131,390,216,"No","No",0.77,3272,818,"0"
12,9012,0,0.01,"Yes","Bachelor or equivalent","Female","No","Single",26,3,1,19,"Non-technology Related Job",1,226,26,"No","No",0.13,2711,903,"0"
51,182429,0.04,0.02,"Yes","High School or below","Female","No","Married",67,3,0,70,"Non-technology Related Job",318,324,117,"No","No",0.78,2032,677,"0"
51,68113,0.03,0.02,"Yes","High School or below","Male","Yes","Married",34,3,5,26,"Others",42,407,69,"No","No",0.61,5293,661,"1"
17,189354,0.03,0,"Yes","High School or below","Female","Yes","Single",103,0,7,99,"Technology Related Job",382,420,151,"No","No",0.46,5974,746,"1"
71,64644,0,0,"Yes","Master or equivalent","Female","Yes","Single",93,3,3,55,"Others",271,136,193,"No","No",0.1,6316,902,"0"
47,84240,0.05,0.03,"Yes","High School or below","Male","Yes","Married",105,0,0,92,"Non-technology Related Job",289,228,192,"No","Yes",0.64,1994,398,"0"
58,197006,0.05,0,"Yes","High School or below","Female","Yes","Single",47,1,4,63,"Non-technology Related Job",249,156,80,"No","No",0.48,2907,726,"0"
18,221290,0.06,0.01,"Yes","High School or below","Male","No","Single",95,1,0,54,"Others",402,320,186,"No","No",0.48,5285,880,"0"
62,134050,0,0.03,"Yes","High School or below","Male","No","Single",93,0,5,72,"Others",79,361,246,"No","No",0.69,3631,605,"1"
52,96234,0.02,0,"Yes","High School or below","Female","Yes","Single",44,1,5,51,"Others",164,76,107,"No","No",0.88,2221,555,"0"
26,223784,0.03,0.01,"Yes","Bachelor or equivalent","Female","Yes","Single",30,2,6,97,"Non-technology Related Job",389,480,85,"No","No",0.86,4716,673,"0"
53,100941,0.04,0.03,"Yes","Master or equivalent","Male","Yes","Single",57,0,5,82,"Others",25,149,80,"No","No",0.77,1152,576,"0"
14,244935,0.07,0.02,"Yes","High School or below","Male","Yes","Single",27,3,0,73,"Technology Related Job",468,116,144,"No","No",0.82,3342,557,"0"
74,238478,0.05,0.03,"Yes","Bachelor or equivalent","Female","Yes","Married",56,3,5,5,"Others",125,410,194,"No","No",0.02,3937,984,"1"
66,119691,0.01,0,"Yes","Master or equivalent","Male","Yes","Married",49,3,0,15,"Non-technology Related Job",16,59,128,"No","No",0.71,3077,1025,"0"
79,36523,0.07,0,"Yes","High School or below","Male","No","Single",49,2,7,52,"Non-technology Related Job",190,245,74,"No","No",0.93,3731,932,"0"
74,172330,0.04,0.02,"Yes","Bachelor or equivalent","Female","Yes","Single",74,2,3,88,"Technology Related Job",467,480,72,"No","No",0.31,6142,767,"0"
