model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,brand,failed_main_inspection,condition
 Polo,2017,13998,Semi-Auto,15459,Petrol,20,61.4,1.4,VW,0.0,4
 C Class,2016,29780,Semi-Auto,20845,Petrol,260,35.8,3.0,Mercedes,0.0,4
 A1,2018,12475,Manual,16448,Petrol,145,67.3,1.0,Audi,0.0,4
 A5,2019,31000,Automatic,3600,Diesel,145,50.4,2.0,Audi,0.0,1
 A Class,2017,19500,Automatic,9074,Diesel,145,68.9,2.1,Mercedes,1.0,4
 Up,2015,8200,Manual,11596,Petrol,20,60.1,1.0,VW,1.0,5
 A Class,2018,19250,Automatic,9200,Diesel,145,68.9,2.1,Mercedes,0.0,1
 Golf,2015,10491,Manual,66638,Diesel,20,68.9,2.0,VW,1.0,4
 A3,2019,22290,Manual,3626,Petrol,150,42.2,1.5,Audi,0.0,2
 E Class,2017,22706,Semi-Auto,23644,Diesel,30,65.7,2.0,Mercedes,0.0,2
 Polo,2015,7099,Manual,49046,Petrol,20,58.9,1.0,VW,0.0,5
 E Class,2017,19980,Semi-Auto,15406,Diesel,125,58.9,2.1,Mercedes,0.0,1
 E Class,2018,29980,Semi-Auto,6244,Diesel,145,51.4,3.0,Mercedes,0.0,3
 A1,2017,16750,Manual,17655,Petrol,200,40.4,2.0,Audi,0.0,1
 A3,2019,20000,Automatic,4000,Diesel,145,54.3,1.6,Audi,0.0,2
 Q3,2018,22450,Manual,4184,Petrol,145,49.6,1.4,Audi,0.0,1
 A Class,2019,22899,Semi-Auto,324,Diesel,145,56.5,2.0,Mercedes,0.0,2
 TT,2016,15690,Manual,36497,Petrol,150,47.1,1.8,Audi,0.0,2
 GLC Class,2019,47981,Semi-Auto,2948,Petrol,145,27.4,3.0,Mercedes,0.0,1
 A3,2019,18400,Manual,6746,Diesel,145,51.4,1.6,Audi,0.0,1
 A1,2018,15749,Semi-Auto,25476,Petrol,150,56.5,1.4,Audi,0.0,4
 C Class,2017,15000,Manual,24422,Petrol,125,53.3,2.0,Mercedes,0.0,1
 Sharan,2016,15490,Manual,35563,Diesel,125,56.5,2.0,VW,0.0,2
 A4,2017,17998,Manual,16066,Diesel,145,68.9,2.0,Audi,0.0,2
 A Class,2014,12468,Semi-Auto,26568,Diesel,30,65.7,1.8,Mercedes,0.0,1
 GLA Class,2017,17990,Semi-Auto,23245,Diesel,145,67.3,2.1,Mercedes,0.0,4
 A3,2018,18990,Manual,11160,Petrol,145,54.3,1.5,Audi,0.0,5
 A3,2017,14990,Manual,19971,Petrol,20,60.1,1.4,Audi,0.0,3
 Q5,2019,33000,Semi-Auto,8759,Diesel,145,38.2,2.0,Audi,0.0,2
 A1,2016,10995,Manual,28896,Diesel,0,76.3,1.6,Audi,0.0,5
 Touran,2016,13000,Manual,50520,Diesel,30,62.8,2.0,VW,0.0,1
 A Class,2017,13000,Manual,68720,Diesel,145,62.8,2.1,Mercedes,0.0,1
 A1,2019,20000,Manual,1788,Petrol,145,46.3,1.5,Audi,0.0,3
 Q7,2019,45995,Automatic,6000,Diesel,145,33.6,3.0,Audi,0.0,1
 A3,2019,26450,Semi-Auto,2242,Petrol,145,42.2,1.5,Audi,0.0,1
 E Class,2018,19899,Automatic,21151,Diesel,145,72.4,2.0,Mercedes,0.0,2
 A1,2019,21495,Semi-Auto,7216,Petrol,150,40.9,2.0,Audi,0.0,1
 A Class,2019,20899,Automatic,9269,Petrol,145,53.3,1.3,Mercedes,0.0,2
 E Class,2017,20998,Semi-Auto,12812,Diesel,145,72.4,2.0,Mercedes,0.0,1
 C Class,2015,13260,Automatic,63960,Hybrid,0,76.4,2.1,Mercedes,0.0,4
 C Class,2019,25849,Semi-Auto,5348,Petrol,145,46.3,1.5,Mercedes,0.0,3
 A Class,2017,14995,Manual,21474,Diesel,20,68.9,1.5,Mercedes,0.0,5
 E Class,2018,34199,Semi-Auto,330,Diesel,145,41.5,3.0,Mercedes,0.0,2
 E Class,2019,33700,Semi-Auto,10033,Petrol,145,40.4,2.0,Mercedes,0.0,3
 C Class,2017,31664,Automatic,15253,Petrol,145,35.8,3.0,Mercedes,0.0,1
 A3,2014,10799,Automatic,63541,Diesel,20,72.4,1.6,Audi,0.0,3
 Q7,2017,35495,Automatic,17991,Diesel,145,47.9,3.0,Audi,0.0,5
 C Class,2019,20149,Semi-Auto,9408,Petrol,145,46.3,1.5,Mercedes,0.0,1
 Golf,2015,9990,Manual,30908,Diesel,0,68.9,1.6,VW,0.0,1
 GLE Class,2019,56000,Semi-Auto,6163,Petrol,145,29.5,3.0,Mercedes,0.0,5
 A1,2020,24500,Semi-Auto,3200,Petrol,145,44.8,1.5,Audi,0.0,1
 GLA Class,2015,18498,Semi-Auto,18310,Diesel,125,55.4,2.1,Mercedes,0.0,3
 Tiguan,2017,16332,Manual,38605,Petrol,145,46.3,1.4,VW,1.0,3
 Touareg,2017,28052,Automatic,15941,Diesel,145,42.8,3.0,VW,1.0,3
 B Class,2018,17495,Semi-Auto,5200,Petrol,150,51.4,1.6,Mercedes,0.0,1
 A5,2016,18995,Semi-Auto,19247,Diesel,160,52.3,2.0,Audi,0.0,2
 Touareg,2016,23900,Semi-Auto,32000,Diesel,235,42.8,3.0,VW,0.0,1
 Polo,2017,13491,Semi-Auto,7634,Petrol,150,60.1,1.2,VW,1.0,5
 CL Class,2014,14999,Manual,31188,Diesel,30,64.2,2.1,Mercedes,0.0,1
 C Class,2016,21995,Semi-Auto,15198,Petrol,150,49.6,2.0,Mercedes,0.0,1
 A3,2013,9193,Manual,82400,Diesel,20,67.3,2.0,Audi,0.0,2
 C Class,2019,26699,Semi-Auto,5374,Petrol,145,46.3,1.5,Mercedes,0.0,3
 A1,2016,14995,Manual,11168,Petrol,30,58.9,1.4,Audi,0.0,2
 A3,2019,18750,Manual,2201,Petrol,145,44.8,1.5,Audi,0.0,1
 Scirocco,2016,15500,Semi-Auto,7792,Diesel,30,57.6,2.0,VW,0.0,2
 A4,2018,19485,Semi-Auto,8,Petrol,145,53.3,1.4,Audi,0.0,1
 A Class,2018,18799,Automatic,8287,Diesel,145,65.7,1.5,Mercedes,0.0,4
 A4,2016,14495,Automatic,42800,Diesel,20,70.6,2.0,Audi,0.0,1
 Golf,2016,12799,Automatic,57424,Diesel,30,62.8,2.0,VW,0.0,1
 A Class,2014,12670,Manual,33360,Diesel,30,62.8,2.1,Mercedes,0.0,1
 Q2,2017,18490,Semi-Auto,47920,Petrol,125,52.3,1.4,Audi,0.0,1
 Up,2016,7495,Manual,22710,Petrol,20,64.2,1.0,VW,0.0,3
 A Class,2019,18690,Semi-Auto,11244,Diesel,145,65.7,1.5,Mercedes,0.0,1
 Q3,2014,14840,Manual,39989,Petrol,150,47.9,1.4,Audi,0.0,2
 Q5,2019,33000,Automatic,4165,Diesel,145,38.2,2.0,Audi,0.0,4
 A Class,2019,18499,Semi-Auto,14868,Diesel,145,65.7,1.5,Mercedes,0.0,1
 E Class,2019,36247,Automatic,1967,Diesel,145,48.7,3.0,Mercedes,0.0,2
 Q3,2016,16800,Manual,32096,Diesel,150,52.3,2.0,Audi,0.0,1
 A Class,2015,11772,Manual,37856,Diesel,20,70.6,1.5,Mercedes,0.0,1
 B Class,2020,22390,Manual,120,Petrol,145,45.6,1.3,Mercedes,0.0,1
 Golf,2015,8498,Manual,46009,Diesel,0,68.9,1.6,VW,0.0,1
 C Class,2019,29690,Automatic,6400,Diesel,145,64.2,2.0,Mercedes,0.0,5
 B Class,2020,26500,Semi-Auto,1600,Diesel,145,55.4,2.0,Mercedes,0.0,1
 GLC Class,2019,36998,Automatic,1515,Diesel,145,44.8,2.0,Mercedes,0.0,3
 C Class,2019,25699,Semi-Auto,12053,Diesel,145,61.4,2.0,Mercedes,0.0,2
 A3,2017,16695,Manual,15760,Diesel,20,65.7,2.0,Audi,0.0,3
 Sharan,2016,17971,Manual,31655,Diesel,125,56.5,2.0,VW,1.0,3
 Golf,2012,5690,Manual,66400,Diesel,30,64.2,1.6,VW,0.0,1
 A6,2015,12498,Semi-Auto,59715,Diesel,20,61.4,2.0,Audi,0.0,1
 GLE Class,2019,56693,Automatic,7705,Petrol,145,29.5,3.0,Mercedes,0.0,1
 GLE Class,2017,28360,Automatic,23151,Diesel,145,42.8,3.0,Mercedes,0.0,1
 Golf,2016,17570,Manual,14576,Diesel,20,67.3,2.0,VW,0.0,1
 A1,2019,21000,Automatic,3879,Petrol,145,47.1,1.0,Audi,0.0,1
 A3,2020,22777,Manual,1020,Diesel,145,52.3,1.6,Audi,0.0,1
 Polo,2017,11490,Manual,9509,Petrol,20,60.1,1.2,VW,0.0,1
 Golf,2017,11500,Manual,18137,Diesel,0,74.3,1.6,VW,0.0,3
 Sharan,2017,17391,Manual,32722,Diesel,125,56.5,2.0,VW,1.0,4
 C Class,2016,17443,Semi-Auto,44701,Diesel,125,60.1,2.1,Mercedes,0.0,2
 A4,2016,15495,Manual,77719,Diesel,30,67.3,2.0,Audi,1.0,3
 1 Series,2013,11497,Manual,100800,Petrol,305,35.3,3.0,BMW,1.0,3
 Golf,2017,13799,Manual,13556,Diesel,20,68.9,2.0,VW,0.0,2
 E Class,2017,20599,Semi-Auto,17195,Diesel,145,72.4,2.0,Mercedes,0.0,2
 A3,2019,22950,Manual,5200,Diesel,145,51.4,1.6,Audi,0.0,4
 A5,2017,18500,Semi-Auto,59097,Diesel,150,70.6,2.0,Audi,0.0,4
 A6,2019,28990,Semi-Auto,5600,Diesel,150,47.9,2.0,Audi,0.0,1
 GLA Class,2017,19890,Semi-Auto,21775,Diesel,145,56.5,2.1,Mercedes,0.0,3
 A3,2014,7491,Manual,85600,Diesel,20,67.3,2.0,Audi,0.0,3
 C Class,2017,25995,Automatic,52712,Petrol,265,35.3,3.0,Mercedes,0.0,2
 Q3,2017,24790,Automatic,11247,Petrol,150,40.4,2.0,Audi,0.0,1
 Passat,2016,9699,Manual,75405,Diesel,20,67.3,2.0,VW,0.0,2
 C Class,2015,12495,Semi-Auto,40299,Diesel,20,65.7,2.1,Mercedes,0.0,3
 Q2,2019,28062,Manual,800,Petrol,145,43.5,1.5,Audi,0.0,3
 Tiguan,2016,12291,Manual,111535,Diesel,150,53.3,2.0,VW,1.0,4
 A6,2019,30985,Automatic,1490,Diesel,145,47.9,2.0,Audi,0.0,1
 Q3,2016,14875,Manual,23917,Petrol,125,50.4,1.4,Audi,0.0,2
 CL Class,2016,17999,Semi-Auto,34980,Diesel,20,67.3,2.1,Mercedes,0.0,5
 B Class,2014,8160,Manual,49440,Diesel,30,61.4,1.5,Mercedes,0.0,1
 Up,2014,4498,Manual,76700,Petrol,20,62.8,1.0,VW,1.0,4
 CL Class,2015,15499,Semi-Auto,15849,Petrol,125,51.4,1.6,Mercedes,0.0,3
 Q5,2015,19998,Semi-Auto,24519,Diesel,200,47.1,2.0,Audi,0.0,5
 Golf SV,2017,13699,Manual,17040,Petrol,125,50.4,1.4,VW,0.0,1
 Q2,2017,20990,Semi-Auto,25352,Petrol,125,52.3,1.4,Audi,0.0,5
 E Class,2018,27000,Automatic,12413,Petrol,150,40.4,2.0,Mercedes,0.0,1
 A Class,2020,25879,Semi-Auto,800,Petrol,145,53.3,1.3,Mercedes,0.0,5
 A5,2019,31399,Automatic,2000,Diesel,145,47.1,2.0,Audi,0.0,3
 A5,2020,30000,Semi-Auto,800,Diesel,145,47.1,2.0,Audi,0.0,3
 B Class,2015,11499,Manual,10749,Diesel,30,64.2,2.1,Mercedes,0.0,3
 A Class,2017,28582,Semi-Auto,15165,Petrol,145,40.9,2.0,Mercedes,0.0,2
 Q5,2019,33490,Automatic,4000,Diesel,145,38.2,2.0,Audi,0.0,5
 GLA Class,2019,25499,Semi-Auto,776,Diesel,145,64.2,2.1,Mercedes,0.0,2
 CL Class,2017,20999,Semi-Auto,49000,Petrol,145,53.3,1.6,Mercedes,1.0,4
 Tiguan,2016,14500,Automatic,46743,Diesel,160,49.6,2.0,VW,1.0,3
 A6,2015,17498,Semi-Auto,80206,Diesel,30,61.4,2.0,Audi,1.0,4
 GLC Class,2019,37980,Semi-Auto,3316,Diesel,145,40.9,2.0,Mercedes,0.0,1
 C Class,2019,25980,Semi-Auto,11427,Diesel,145,61.4,2.0,Mercedes,0.0,1
 Golf,2014,8995,Semi-Auto,52943,Diesel,30,62.8,2.0,VW,0.0,3
 Q2,2019,19888,Semi-Auto,5469,Diesel,145,47.9,1.6,Audi,0.0,1
 C Class,2017,18270,Semi-Auto,39826,Diesel,30,64.2,2.1,Mercedes,0.0,3
 Polo,2017,10000,Manual,27632,Petrol,20,60.1,1.2,VW,0.0,1
 Polo,2017,10690,Manual,19504,Petrol,145,60.1,1.2,VW,0.0,3
 Scirocco,2016,13399,Automatic,18432,Diesel,125,53.3,2.0,VW,0.0,1
 A4,2015,9995,Manual,55717,Diesel,30,64.2,2.0,Audi,0.0,5
 Golf,2015,12990,Semi-Auto,22820,Petrol,30,53.3,1.4,VW,0.0,3
 A Class,2019,22276,Automatic,2781,Diesel,145,67.3,1.5,Mercedes,0.0,1
 C Class,2016,13295,Automatic,72784,Hybrid,0,134.5,2.0,Mercedes,0.0,3
 A6,2019,37800,Automatic,4003,Petrol,145,34.0,2.0,Audi,0.0,2
 C Class,2018,27980,Semi-Auto,10559,Diesel,145,57.7,2.0,Mercedes,0.0,3
 Q5,2016,28498,Semi-Auto,37474,Diesel,235,42.2,3.0,Audi,0.0,2
 GLC Class,2016,23998,Semi-Auto,11956,Diesel,125,56.5,2.1,Mercedes,0.0,1
 Golf,2016,12610,Semi-Auto,14660,Petrol,30,53.3,1.4,VW,0.0,1
 Polo,2017,9995,Manual,18199,Petrol,145,60.1,1.0,VW,0.0,4
 A6,2016,17298,Manual,25407,Diesel,30,61.4,2.0,Audi,0.0,1
 GLC Class,2016,25495,Semi-Auto,19432,Diesel,125,56.5,2.1,Mercedes,0.0,4
 GLC Class,2019,36980,Semi-Auto,2163,Diesel,145,40.9,2.0,Mercedes,0.0,1
 Q5,2014,13525,Manual,50400,Petrol,235,37.7,2.0,Audi,0.0,1
 Golf,2016,16498,Manual,15515,Diesel,20,67.3,2.0,VW,0.0,3
 Q2,2018,22990,Semi-Auto,25292,Petrol,145,51.4,1.4,Audi,0.0,4
 Q2,2019,24750,Manual,3650,Diesel,145,49.6,1.6,Audi,0.0,2
 E Class,2019,53010,Automatic,2911,Petrol,145,31.7,3.0,Mercedes,0.0,1
 Golf,2016,19475,Manual,17819,Petrol,205,39.8,2.0,VW,0.0,3
 A Class,2020,23980,Semi-Auto,12,Diesel,145,56.5,2.0,Mercedes,0.0,4
 A5,2015,18300,Automatic,23267,Diesel,235,42.8,3.0,Audi,0.0,1
 Passat,2015,9200,Manual,34865,Diesel,20,70.6,1.6,VW,0.0,3
 A5,2017,22711,Automatic,17992,Petrol,145,43.5,2.0,Audi,0.0,2
 A Class,2018,16600,Semi-Auto,15860,Diesel,145,74.3,1.5,Mercedes,0.0,3
 A5,2020,26970,Semi-Auto,5612,Petrol,145,39.8,2.0,Audi,0.0,3
 A1,2016,13498,Manual,29623,Petrol,30,55.4,1.4,Audi,1.0,3
 Polo,2017,12850,Semi-Auto,19642,Petrol,145,60.1,1.2,VW,1.0,2
 A4,2018,17500,Manual,12165,Petrol,145,51.4,1.4,Audi,0.0,3
 A1,2020,21495,Semi-Auto,1200,Petrol,145,44.8,1.0,Audi,0.0,1
 Polo,2017,10990,Manual,34160,Petrol,145,60.1,1.2,VW,1.0,5
 E Class,2019,25905,Semi-Auto,6156,Diesel,145,67.3,2.0,Mercedes,0.0,1
 CL Class,2020,33120,Semi-Auto,9061,Petrol,145,44.8,1.3,Mercedes,0.0,1
 C Class,2019,38521,Automatic,40,Diesel,145,61.4,2.0,Mercedes,0.0,4
 Tiguan,2017,19802,Manual,9603,Petrol,145,48.7,1.4,VW,0.0,3
 Tiguan,2017,18495,Semi-Auto,20470,Diesel,145,57.6,2.0,VW,0.0,2
 A4,2016,16800,Manual,29167,Diesel,30,67.3,2.0,Audi,0.0,1
 C Class,2017,27699,Semi-Auto,26780,Petrol,260,36.2,3.0,Mercedes,0.0,5
 Q2,2020,24444,Manual,3545,Petrol,145,43.5,1.5,Audi,0.0,2
 V Class,2019,24750,Automatic,15788,Diesel,145,48.7,2.1,Mercedes,0.0,1
 A Class,2017,13499,Automatic,39092,Diesel,0,76.4,1.5,Mercedes,0.0,2
 A5,2019,31990,Automatic,4000,Petrol,145,37.7,2.0,Audi,0.0,2
 GLC Class,2019,37116,Automatic,5000,Diesel,145,40.9,2.0,Mercedes,0.0,2
 A1,2019,22950,Semi-Auto,916,Petrol,145,44.8,1.5,Audi,0.0,1
 C Class,2020,32480,Semi-Auto,12,Diesel,145,64.2,2.0,Mercedes,0.0,1
 E Class,2019,34890,Semi-Auto,11106,Diesel,145,48.7,3.0,Mercedes,0.0,5
 Q3,2019,28599,Automatic,2813,Diesel,145,47.1,2.0,Audi,0.0,5
 Q3,2017,21500,Automatic,20788,Diesel,165,51.4,2.0,Audi,0.0,3
 SL CLASS,2017,17124,Manual,31260,Petrol,160,43.5,2.0,Mercedes,0.0,3
 C Class,2019,20299,Semi-Auto,11270,Petrol,145,46.3,1.5,Mercedes,0.0,3
 Touareg,2017,24499,Automatic,16665,Diesel,145,42.8,3.0,VW,0.0,1
 A Class,2018,17399,Automatic,10051,Diesel,145,68.9,2.1,Mercedes,0.0,5
 A3,2016,13698,Manual,17174,Petrol,20,60.1,1.0,Audi,0.0,4
 C Class,2017,16750,Semi-Auto,16000,Diesel,145,65.7,2.1,Mercedes,0.0,5
 A1,2019,19500,Manual,3280,Petrol,150,47.9,1.0,Audi,0.0,3
 GLC Class,2019,35490,Automatic,2115,Diesel,145,40.9,2.0,Mercedes,0.0,1
 A1,2013,7000,Manual,61015,Diesel,0,74.3,1.6,Audi,0.0,1
 C Class,2019,29849,Semi-Auto,1842,Petrol,145,44.1,2.0,Mercedes,0.0,2
 A3,2019,22000,Semi-Auto,11805,Petrol,145,42.2,1.5,Audi,0.0,1
 A3,2014,11600,Manual,34929,Diesel,20,67.3,2.0,Audi,0.0,4
 Q7,2018,40000,Automatic,24480,Diesel,150,33.2,3.0,Audi,0.0,3
 Q3,2018,24990,Semi-Auto,8784,Petrol,145,45.6,1.4,Audi,0.0,3
 A Class,2016,13799,Manual,18916,Diesel,20,72.4,1.5,Mercedes,0.0,1
 C Class,2019,19799,Semi-Auto,11437,Petrol,145,46.3,1.5,Mercedes,0.0,5
 C Class,2019,25599,Semi-Auto,2118,Petrol,145,44.1,1.5,Mercedes,0.0,5
 C Class,2017,27526,Automatic,12766,Petrol,260,36.2,3.0,Mercedes,0.0,1
 Polo,2016,8698,Manual,16548,Petrol,20,60.1,1.0,VW,0.0,2
 A1,2017,11990,Manual,10032,Petrol,145,67.3,1.0,Audi,0.0,1
 C Class,2019,24736,Semi-Auto,8484,Diesel,145,64.2,2.0,Mercedes,0.0,3
 A3,2019,32890,Semi-Auto,2922,Petrol,145,33.2,2.0,Audi,0.0,3
 A Class,2019,32445,Automatic,4328,Petrol,150,35.3,2.0,Mercedes,0.0,2
 Q5,2019,31496,Automatic,3653,Diesel,145,38.2,2.0,Audi,0.0,2
 A Class,2019,18798,Automatic,15803,Diesel,145,68.9,1.5,Mercedes,1.0,2
 Up,2015,6799,Manual,39607,Other,20,62.8,1.0,VW,1.0,1
 C Class,2018,22950,Automatic,4800,Diesel,145,58.9,2.1,Mercedes,0.0,2
 C Class,2015,12995,Manual,18281,Petrol,125,53.3,2.0,Mercedes,0.0,4
 Q3,2015,14990,Manual,44000,Diesel,145,52.3,2.0,Audi,0.0,2
 A3,2016,16298,Semi-Auto,34411,Diesel,125,57.6,2.0,Audi,0.0,3
 Q5,2015,21950,Semi-Auto,21712,Diesel,200,47.1,2.0,Audi,0.0,2
 Polo,2017,9999,Manual,19544,Petrol,20,60.1,1.2,VW,0.0,5
 A4,2013,12880,Automatic,34400,Diesel,150,49.6,3.0,Audi,0.0,5
 Golf,2015,18480,Manual,26548,Petrol,200,39.8,2.0,VW,0.0,1
 CL Class,2017,16567,Semi-Auto,29674,Diesel,20,70.6,2.1,Mercedes,0.0,3
 Polo,2015,10489,Automatic,18552,Other,20,60.1,1.2,VW,0.0,4
 Q7,2019,59995,Automatic,8,Diesel,145,33.2,3.0,Audi,0.0,4
 B Class,2019,21980,Semi-Auto,10055,Petrol,145,45.6,1.3,Mercedes,0.0,3
 A5,2019,33950,Semi-Auto,3956,Petrol,150,36.7,2.0,Audi,0.0,4
 A4,2018,18750,Manual,11200,Petrol,145,51.4,1.4,Audi,0.0,1
 Golf,2016,10290,Manual,37327,Diesel,0,72.4,1.6,VW,0.0,5
 B Class,2019,22399,Semi-Auto,11175,Petrol,145,45.6,1.3,Mercedes,0.0,1
 Tiguan,2017,17497,Manual,12688,Diesel,145,50.4,2.0,VW,0.0,3
 Q3,2020,28500,Semi-Auto,800,Diesel,145,47.1,2.0,Audi,0.0,3
 A Class,2019,34099,Semi-Auto,2160,Petrol,145,35.3,2.0,Mercedes,0.0,1
 Scirocco,2016,14698,Manual,25600,Diesel,20,55.4,2.0,VW,0.0,1
 A6,2016,17199,Automatic,44129,Diesel,30,61.4,2.0,Audi,0.0,3
 B Class,2017,14000,Manual,37790,Diesel,150,65.7,2.1,Mercedes,1.0,3
 A3,2016,21490,Semi-Auto,35680,Petrol,200,40.9,2.0,Audi,0.0,4
 Polo,2017,9790,Manual,28529,Petrol,145,60.1,1.2,VW,0.0,1
 Polo,2015,9599,Manual,27457,Petrol,0,65.7,1.0,VW,0.0,1
 Golf,2017,17498,Semi-Auto,19062,Diesel,30,62.8,2.0,VW,0.0,2
 A4,2018,27000,Semi-Auto,28364,Petrol,150,38.7,3.0,Audi,0.0,4
 C Class,2019,66990,Automatic,7700,Petrol,145,28.0,4.0,Mercedes,0.0,2
 Scirocco,2017,15698,Manual,26317,Diesel,20,55.4,2.0,VW,0.0,1
 A6,2016,17498,Semi-Auto,19524,Diesel,20,64.2,2.0,Audi,0.0,1
 C Class,2014,10699,Automatic,40143,Diesel,145,53.3,2.1,Mercedes,0.0,3
 A Class,2017,14599,Manual,11095,Diesel,145,80.7,1.5,Mercedes,0.0,1
 E Class,2018,25749,Semi-Auto,1299,Diesel,145,61.4,2.0,Mercedes,0.0,3
 A Class,2017,17995,Semi-Auto,21317,Diesel,145,67.3,2.1,Mercedes,0.0,2
 Up,2017,7040,Manual,29276,Petrol,20,64.2,1.0,VW,0.0,2
 GLA Class,2017,20995,Semi-Auto,14496,Petrol,205,43.5,2.0,Mercedes,0.0,5
 Polo,2016,10000,Manual,22012,Petrol,20,60.1,1.2,VW,0.0,5
 C Class,2019,30055,Automatic,2948,Diesel,145,54.3,2.0,Mercedes,0.0,1
 A4,2013,8990,Manual,66400,Diesel,30,62.8,2.0,Audi,0.0,1
 Golf,2015,9498,Semi-Auto,62313,Petrol,30,56.5,1.4,VW,0.0,1
 A1,2016,11392,Manual,25183,Petrol,30,57.6,1.4,Audi,0.0,5
 C Class,2016,15999,Automatic,33291,Diesel,20,64.2,2.1,Mercedes,0.0,3
 A1,2016,12995,Manual,24098,Petrol,30,56.5,1.4,Audi,0.0,4
 A Class,2017,17107,Automatic,16840,Diesel,145,67.3,2.1,Mercedes,0.0,2
 C Class,2019,24899,Automatic,5709,Petrol,145,47.1,1.5,Mercedes,0.0,5
 C Class,2019,22899,Semi-Auto,11967,Diesel,145,61.4,2.0,Mercedes,0.0,3
 Polo,2017,11291,Automatic,24791,Petrol,150,60.1,1.2,VW,0.0,3
 Golf,2017,17495,Manual,29847,Diesel,145,60.1,2.0,VW,1.0,2
 C Class,2019,29549,Semi-Auto,7242,Petrol,145,44.1,2.0,Mercedes,0.0,5
 A Class,2020,27890,Automatic,2008,Petrol,145,53.3,1.3,Mercedes,0.0,1
 GLC Class,2019,46495,Semi-Auto,6146,Petrol,145,34.0,3.0,Mercedes,0.0,2
 SL CLASS,2017,20601,Automatic,13384,Diesel,150,70.6,2.1,Mercedes,0.0,5
 Q3,2012,11989,Manual,29493,Petrol,235,38.7,2.0,Audi,0.0,1
 A Class,2016,15000,Automatic,36000,Diesel,20,70.6,2.1,Mercedes,0.0,4
 Q3,2019,25495,Manual,3996,Petrol,145,39.8,1.5,Audi,0.0,2
 E Class,2019,25780,Semi-Auto,12340,Diesel,145,72.4,2.0,Mercedes,0.0,1
 GLA Class,2015,17749,Semi-Auto,27209,Diesel,125,56.5,2.1,Mercedes,0.0,3
 3 Series,2013,8999,Automatic,55337,Diesel,20,68.9,2.0,BMW,0.0,2
 Polo,2015,7799,Manual,32000,Petrol,20,60.1,1.0,VW,0.0,2
 A3,2015,14995,Semi-Auto,37172,Petrol,30,54.3,1.4,Audi,0.0,1
 C Class,2017,17282,Semi-Auto,21685,Diesel,145,64.2,2.1,Mercedes,0.0,2
 E Class,2019,34500,Semi-Auto,2400,Diesel,145,70.6,2.0,Mercedes,0.0,1
 A Class,2019,20640,Semi-Auto,4691,Petrol,145,53.3,1.3,Mercedes,0.0,1
 Tiguan,2017,16891,Semi-Auto,27276,Diesel,150,49.6,2.0,VW,0.0,1
 B Class,2020,25487,Semi-Auto,3085,Diesel,145,55.4,2.0,Mercedes,0.0,1
 Polo,2014,7998,Manual,38197,Petrol,20,60.1,1.2,VW,1.0,4
 C Class,2017,16500,Automatic,66484,Diesel,150,64.2,2.1,Mercedes,1.0,4
 C Class,2019,24400,Automatic,4800,Diesel,145,60.1,1.6,Mercedes,0.0,5
 Polo,2015,8432,Manual,15666,Petrol,20,60.1,1.0,VW,0.0,2
 A4,2020,26890,Automatic,1244,Petrol,145,38.7,2.0,Audi,0.0,1
 C Class,2019,31890,Automatic,2520,Petrol,145,44.1,2.0,Mercedes,0.0,3
 Q7,2016,28990,Semi-Auto,52015,Diesel,200,47.9,3.0,Audi,0.0,1
 GLA Class,2015,17495,Semi-Auto,30498,Diesel,125,56.5,2.1,Mercedes,0.0,1
 GLE Class,2018,34000,Automatic,11526,Diesel,150,37.7,3.0,Mercedes,0.0,1
 A1,2016,10999,Manual,25266,Diesel,0,76.3,1.6,Audi,0.0,1
 Polo,2017,9000,Manual,17785,Petrol,20,60.1,1.0,VW,0.0,5
 A3,2016,18900,Semi-Auto,25259,Petrol,200,42.8,1.8,Audi,0.0,1
 Q5,2015,17995,Semi-Auto,47296,Diesel,200,47.1,2.0,Audi,0.0,1
 C Class,2019,49669,Semi-Auto,800,Petrol,145,29.1,3.0,Mercedes,0.0,1
 Q2,2019,22000,Manual,3717,Diesel,145,47.9,1.6,Audi,0.0,1
 Q7,2013,17995,Automatic,52000,Diesel,305,38.2,3.0,Audi,0.0,2
 A Class,2020,24409,Semi-Auto,800,Diesel,145,67.3,1.5,Mercedes,0.0,2
 GLA Class,2015,15998,Semi-Auto,54401,Diesel,20,67.3,2.1,Mercedes,1.0,5
 A Class,2019,22590,Automatic,1346,Diesel,145,62.8,1.5,Mercedes,0.0,3
 GLA Class,2019,23780,Semi-Auto,10064,Diesel,145,67.3,2.1,Mercedes,0.0,4
 C Class,2019,24049,Semi-Auto,10304,Diesel,145,61.4,2.0,Mercedes,0.0,1
 A1,2020,24000,Automatic,968,Petrol,150,44.8,1.5,Audi,0.0,3
 Touran,2015,8699,Automatic,70093,Diesel,30,61.4,1.6,VW,0.0,5
 A5,2019,30000,Automatic,7466,Petrol,145,37.7,2.0,Audi,0.0,3
 3 Series,2013,12799,Automatic,23600,Diesel,30,62.8,2.0,BMW,0.0,4
 GLC Class,2017,29990,Automatic,11135,Diesel,150,56.5,2.1,Mercedes,0.0,2
 GLC Class,2020,49980,Semi-Auto,3199,Petrol,145,26.4,3.0,Mercedes,0.0,2
